timestamp_shifted,Positive_Prob,Neutral_Prob,Negative_Prob
2024-12-11 12:00:00,0.8502099,0.019741945,0.1300482
2024-12-11 12:05:00,0.0,0.0,0.0
2024-12-11 12:10:00,0.0,0.0,0.0
2024-12-11 12:15:00,0.91873235,0.039336458,0.04193119
2024-12-11 12:20:00,0.0,0.0,0.0
2024-12-11 12:25:00,0.0,0.0,0.0
2024-12-11 12:30:00,0.0,0.0,0.0
2024-12-11 12:35:00,0.0,0.0,0.0
2024-12-11 12:40:00,0.0,0.0,0.0
2024-12-11 12:45:00,0.0,0.0,0.0
2024-12-11 12:50:00,0.0,0.0,0.0
2024-12-11 12:55:00,0.0,0.0,0.0
2024-12-11 13:00:00,0.0,0.0,0.0
2024-12-11 13:05:00,0.0,0.0,0.0
2024-12-11 13:10:00,0.0,0.0,0.0
2024-12-11 13:15:00,0.0,0.0,0.0
2024-12-11 13:20:00,0.0,0.0,0.0
2024-12-11 13:25:00,0.0,0.0,0.0
2024-12-11 13:30:00,0.0,0.0,0.0
2024-12-11 13:35:00,0.0,0.0,0.0
2024-12-11 13:40:00,0.85350728,0.034953351,0.11153934
2024-12-11 13:45:00,0.0,0.0,0.0
2024-12-11 13:50:00,0.0,0.0,0.0
2024-12-11 13:55:00,0.0,0.0,0.0
2024-12-11 14:00:00,0.9286082,0.032496117,0.038895745
2024-12-11 14:05:00,0.92800858,0.0262488155,0.045742548499999994
2024-12-11 14:10:00,0.8596689399999999,0.038979329,0.1013517575
2024-12-11 14:15:00,0.89866996,0.016704092,0.084625944
2024-12-11 14:20:00,0.0,0.0,0.0
2024-12-11 14:25:00,0.0,0.0,0.0
2024-12-11 14:30:00,0.522527705,0.0169010885,0.460571185
2024-12-11 14:35:00,0.91528642,0.025200951,0.05951265833333333
2024-12-11 14:40:00,0.0,0.0,0.0
2024-12-11 14:45:00,0.80318912,0.01267428,0.1841366
2024-12-11 14:50:00,0.0,0.0,0.0
2024-12-11 14:55:00,0.0,0.0,0.0
2024-12-11 15:00:00,0.8101539,0.018985037,0.1708611
2024-12-11 15:05:00,0.873742715,0.020998525,0.10525877
2024-12-11 15:10:00,0.7186685,0.24693464,0.034396812
2024-12-11 15:15:00,0.0,0.0,0.0
2024-12-11 15:20:00,0.8463066,0.011742813,0.14195055
2024-12-11 15:25:00,0.0,0.0,0.0
2024-12-11 15:30:00,0.780689915,0.02796719,0.19134285750000002
2024-12-11 15:35:00,0.0,0.0,0.0
2024-12-11 15:40:00,0.0,0.0,0.0
2024-12-11 15:45:00,0.0,0.0,0.0
2024-12-11 15:50:00,0.0,0.0,0.0
2024-12-12 09:25:00,0.7620700421010101,0.05132611814747475,0.18660384556565657
2024-12-12 09:30:00,0.0,0.0,0.0
2024-12-12 09:35:00,0.0,0.0,0.0
2024-12-12 09:40:00,0.0,0.0,0.0
2024-12-12 09:45:00,0.0,0.0,0.0
2024-12-12 09:50:00,0.44990927,0.012494482,0.5375963
2024-12-12 09:55:00,0.0,0.0,0.0
2024-12-12 10:00:00,0.74637365,0.013744811,0.23988153
2024-12-12 10:05:00,0.88764215,0.02903047,0.08332735
2024-12-12 10:10:00,0.0,0.0,0.0
2024-12-12 10:15:00,0.0,0.0,0.0
2024-12-12 10:20:00,0.6358263,0.03023243,0.3339413
2024-12-12 10:25:00,0.0,0.0,0.0
2024-12-12 10:30:00,0.77576405,0.046527877,0.17770813
2024-12-12 10:35:00,0.0,0.0,0.0
2024-12-12 10:40:00,0.7922031,0.014857831,0.19293907
2024-12-12 10:45:00,0.0,0.0,0.0
2024-12-12 10:50:00,0.0,0.0,0.0
2024-12-12 10:55:00,0.915932,0.022561371,0.06150668
2024-12-12 11:00:00,0.8812031,0.021339498,0.09745733
2024-12-12 11:05:00,0.40390375,0.5319206,0.0641757
2024-12-12 11:10:00,0.6627541,0.30238575,0.03486015
2024-12-12 11:15:00,0.0,0.0,0.0
2024-12-12 11:20:00,0.0,0.0,0.0
2024-12-12 11:25:00,0.20861328,0.7710658,0.020320999
2024-12-12 11:30:00,0.0,0.0,0.0
2024-12-12 11:35:00,0.7584206,0.017286275,0.22429316
2024-12-12 11:40:00,0.864172625,0.026667311,0.109160045
2024-12-12 11:45:00,0.0,0.0,0.0
2024-12-12 11:50:00,0.8965132,0.026653018,0.0768338
2024-12-12 11:55:00,0.0,0.0,0.0
2024-12-12 12:00:00,0.8732739899999999,0.018915616333333333,0.10781036666666666
2024-12-12 12:05:00,0.0,0.0,0.0
2024-12-12 12:10:00,0.0,0.0,0.0
2024-12-12 12:15:00,0.910058,0.025060175,0.06488186
2024-12-12 12:20:00,0.0,0.0,0.0
2024-12-12 12:25:00,0.0,0.0,0.0
2024-12-12 12:30:00,0.5778743749999999,0.26297278,0.15915288300000002
2024-12-12 12:35:00,0.0,0.0,0.0
2024-12-12 12:40:00,0.0,0.0,0.0
2024-12-12 12:45:00,0.0,0.0,0.0
2024-12-12 12:50:00,0.8405978,0.019784318,0.13961782
2024-12-12 12:55:00,0.0,0.0,0.0
2024-12-12 13:00:00,0.87292165,0.0147009925,0.112377335
2024-12-12 13:05:00,0.0,0.0,0.0
2024-12-12 13:10:00,0.0,0.0,0.0
2024-12-12 13:15:00,0.0,0.0,0.0
2024-12-12 13:20:00,0.91409564,0.031479582,0.0544248
2024-12-12 13:25:00,0.0,0.0,0.0
2024-12-12 13:30:00,0.9258966,0.020967651,0.0531358
